ID,Catalog#,Artist,Artist2,Title,Label,Format,Rating,Released,release_id,CollectionFolder,Date Added,Collection Media Condition,Collection Sleeve Condition,Collection Notes,Collection Cost,Collection Autographed, Min , Median , Max ,Genre,Subgenre
249,SOS005,Set and Setting,Set and Setting,Equanimity,Science of Silence Records,"12"", Opa",5,2013,4701121,Vinyl,9/9/15 11:33,,,,15,,25,26.5,31.45,Metal,Post Metal
297,BOBV098LPLTD,Opeth,Opeth,Morningrise,Back On Black,"2xLP, Album, Ltd, RE, Whi",,2013,4483594,Vinyl,3/19/15 17:42,,,,6,,26,35,65.21,Metal,Progressive Metal
397,"RR 6622-1, RR6622-1",Mastodon,Mastodon,Leviathan,"Relapse Records, Relapse Records","LP, Album, Ltd, RP, Yel",,2013,5016167,Vinyl,12/27/13 19:58,,,,17,,27.5,42.49,87.68,Metal,Sludge Metal
349,10064,Gojira (2),Gojira (2),The Way Of All Flesh,Prosthetic Records,"2xLP, Album, Ltd, RP, Cle",5,2013,4814508,Vinyl,9/5/14 10:21,,,,30,Yes,33,48.49,65,Metal,Progressive Metal
388,"BSK033LP, RSD13-002",Uneven Structure,Uneven Structure,Februus,"Basick Records, Record Store Day","2xLP, Album",,2013,4528159,Vinyl,1/18/14 17:56,,,,15,,35,51.16,87.66,Metal,Djent
395,9074-1,Vildhjarta,Vildhjarta,Thousands Of Evils,Century Media Records,"12"", EP, Cle",,2013,5005987,Vinyl,12/27/13 20:10,,,,18,,36,62.78,79.99,Metal,Djent
119,PFL115,Altar Of Plagues,Altar Of Plagues,Teethed Glory And Injury,Profound Lore Records,"2xLP, Album, Ltd",5,2013,4826356,Vinyl,10/30/17 23:26,,,,36.5,,40,49.99,82.05,Metal,Black Metal
404,9982741,Tesseract,Tesseract,Altered State,Century Media,"2xLP, Album, Ltd, Whi",5,2013,4597647,Vinyl,12/27/13 18:45,,,,20,,44.44,57.77,90.13,Metal,Djent
334,GFM 025V,The Contortionist (2),The Contortionist (2),Intrinsic,Good Fight Music,"LP, Album, Ltd, Whi",,2013,4220743,Vinyl,10/5/14 18:54,,,,15,,49,60,72,Metal,Djent
306,"IOMLP 379, 0506501",Leprous,Leprous,Coal,"Inside Out Music, Inside Out Music","2xLP, Album",,2013,4563433,Vinyl,3/7/15 17:38,,,,20,Yes,54.93,59.44,87.91,Metal,Progressive Metal
268,VR297,Between The Buried And Me,Between The Buried And Me,The Anatomy Of,Victory Records,"2xLP, Album, Ltd,  Or",,2013,4493447,Vinyl,6/22/15 19:03,,,,21,,54.95,78.5,165,Metal,Progressive Metal
321,RRCAR 7705-1,Opeth,Opeth,Heritage,Roadrunner Records,"2xLP, Album, Ltd, RP, Cle",4,2013,4555439,Vinyl,12/14/14 10:44,,,,40,Yes,54.95,75.92,100,Metal,Progressive Metal
396,"IOMLP 388, 0506591",Haken (2),Haken (2),The Mountain,"Inside Out Music, Inside Out Music","2xLP, Album + CD, Album",4,2013,4930240,Vinyl,12/27/13 20:10,,,,22,Yes,64.84,81.2,109.88,Metal,Progressive Metal
292,88843 03629 2,Chevelle (2),Chevelle (2),La Gárgola,Epic,"CD, Album, Copy Prot.",,2014,5563951,CD,5/27/15 12:59,,,,10,,1,3,8.78,Rock,Alternative Rock
271,SUM539,Circa Survive,Circa Survive,Descensus,Sumerian Records,"CD, Album",,2014,6475750,CD,6/12/15 18:45,,,,7,,1,8.58,10.88,Rock,Hardcore
234,DW157,Converge,Converge,Live At The BBC,Deathwish,"7"", EP, Gre",4,2014,5424301,Vinyl,12/9/15 9:19,,,,6.5,,2.95,3.62,6.66,Metal,Hardcore
273,EOM-CD-9448,Black Crown Initiate,Black Crown Initiate,The Wreckage Of Stars,eOne Music,"CD, Album",,2014,6210509,CD,6/12/15 18:45,,,,10,,2.99,6.82,16.66,Metal,Death Metal
355,543021-2,Mastodon,Mastodon,Once More 'Round The Sun,Reprise Records,"CD, Album",,2014,5885800,CD,9/5/14 10:14,,,,10,,3,6,12.98,Metal,Sludge Metal
291,PFL-146,Full Of Hell · Merzbow,Full Of Hell,Full Of Hell · Merzbow,Profound Lore Records,"CD, Album + CD",,2014,6310882,CD,5/27/15 13:00,,,,10,,3.37,9.21,19.2,Metal,Grindcore
269,3984-15273-2,Destrage,Destrage,Are You Kidding Me? No.,Metal Blade Records,"CD, Album",,2014,5451571,CD,6/12/15 18:46,,,,5,,4,6.32,8.89,Metal,Progressive Metal
304,GBR012,Bongripper,Bongripper,Hippie Killer,Great Barrier Records (2),"CD, Album",,2014,5691924,CD,3/7/15 18:10,,,,5,,4.99,10.49,13.12,Metal,Doom Metal
378,SOM 300D,Cynic (2),Cynic (2),Kindly Bent To Free Us,Season Of Mist,"CD, Album, Ltd, Dig",,2014,5413702,CD,3/25/14 19:38,,,,14,,5.33,7.38,17.17,Metal,Progressive Metal
379,SUM388,The Kindred (3),The Kindred (3),Life In Lucidity,Sumerian Records,"CD, Album",,2014,5482501,CD,3/25/14 19:37,,,,10,,5.68,7.59,8.19,Metal,Progressive Metal
302,GBR013,Bongripper,Bongripper,Miserable,Great Barrier Records (2),"CD, Album",,2014,5962612,CD,3/7/15 18:11,,,,5,,6,9.49,15.26,Metal,Doom Metal
88,SPIN065,Mournful Congregation,Mournful Congregation,Concrescence Of The Sophia,20 Buck Spin,"LP, MiniAlbum",,2014,5807031,Vinyl,6/3/18 15:21,,,,17,,6,9,15.99,Metal,Doom Metal
365,ULR12058-2,Fallujah,Fallujah,The Flesh Prevails,Unique Leader Records,"CD, Album",,2014,5929062,CD,9/5/14 10:11,,,Sell,10,,6.15,8.99,19.99,Metal,Technical Death Metal
283,"AA98, MOC075",Alaskan,Alaskan,"Despair, Erosion, Loss","Alerta Antifascista, Moment of Collapse Records","LP, Album",,2014,5426114,Vinyl,6/12/15 18:34,,,,12,,6.49,11.61,13.33,Metal,Sludge Metal
335,SP1095,Goat (22),Goat (22),Commune,Sub Pop,"LP, Album",,2014,6097647,Vinyl,10/5/14 18:53,,,Sell,16,,6.99,10,20,Rock,Psychdelic
272,SOM 329,Archspire,Archspire,The Lucid Collective,Season Of Mist,"CD, Album",,2014,5739737,CD,6/12/15 18:45,,,,7,,7.22,11.94,14.99,Metal,Technical Death Metal
316, DWI98,Converge,Converge,Axe To Fall,Deathwish,"LP, Album, RP, Bro",,2014,6087107,Vinyl,12/23/14 19:56,,,,8,,7.99,15.99,21.74,Metal,Hardcore
356,543021-1,Mastodon,Mastodon,Once More 'Round The Sun,Reprise Records,"2xLP, Album",,2014,5834565,Vinyl,9/5/14 10:14,,,,20,,7.99,20.65,39.99,Metal,Sludge Metal
131,TL 81-1,Rosetta (2),Rosetta (2),Flies To Flame,Translation Loss Records,"12"", EP, Yel",,2014,6384004,Vinyl,4/27/17 19:01,,,,13,,7.99,12,19.99,Metal,Post Metal
250,PROS10181-1,So Hideous,So Hideous,Last Poem / First Light,Prosthetic Records,LP,5,2014,5647812,Vinyl,9/9/15 11:33,,,,20,,7.99,14.17,21.61,Metal,Black Metal
62,ROBO 111,Thou (2),Thou (2),The Sacrifice,Robotic Empire,"12"", EP, Cle",,2014,5624710,Vinyl,4/14/19 8:33,,,,10,,8,12,27.47,Metal,Sludge Metal
311,ROBO-041,Isis (6),Isis (6),Panopticon,Robotic Empire,"LP, Cle + LP, Ora + Album, Ltd, RM, RP, 7th",5,2014,6522885,Vinyl,1/13/15 10:25,,,,27,Yes,8.5,47.49,65.92,Metal,Post Metal
23,"NSP 128, NSP 128-CD",Saor,Saor,Aura,"Northern Silence Productions, Soulfood (2), Northern Silence Productions, Soulfood (2)","CD, Album",,2014,5830430,CD,7/21/19 20:28,,,,10,Yes,8.89,13.33,15.38,Metal,Black Metal
359,"RR 6515-1, RR6515",Mastodon,Mastodon,Call Of The Mastodon,"Relapse Records, Relapse Records","LP, Comp, RP, Whi",,2014,5617473,Vinyl,9/5/14 10:13,,,,18,,9.99,14.98,19.99,Metal,Sludge Metal
169,RR7278,Myrkur (4),Myrkur (4),Myrkur,Relapse Records,"12"", EP",,2014,6097881,Vinyl,12/2/16 21:04,,,,11,,10,13.92,27.52,Metal,Black Metal
295,BSK064CD,Skyharbor,Skyharbor,Guiding Lights,Basick Records,"CD, Album, Dig",,2014,6295962,CD,3/19/15 17:43,,,,30,Yes,10,11.83,14.86,Metal,Djent
290,IOMLP 412,Haken (2),Haken (2),Restoration,Inside Out Music,"12"", EP + CD, EP",,2014,6242292,Vinyl,6/12/15 18:26,,,,20,,10.2,12.88,22.06,Metal,Progressive Metal
293,VR210,Between The Buried And Me,Between The Buried And Me,The Silent Circus,Victory Records,"2xLP, Album, Ltd, RP",,2014,7059448,Vinyl,5/27/15 12:51,,,,6,,12,24.32,29.99,Metal,Progressive Metal
301,VR224,Between The Buried And Me,Between The Buried And Me,Between The Buried And Me,Victory Records,"LP, Album, RP",,2014,6583712,Vinyl,3/13/15 20:56,,,,6,,12,18.99,24.98,Metal,Progressive Metal
136,"BR022LP, NVP023LP",Falls Of Rauros,Falls Of Rauros,Believe In No Coming Shore,"Bindrune Recordings, Nordvis Produktion","LP, Album",,2014,6562822,Vinyl,4/24/17 6:27,,,,15,Yes,12,18.83,25,Metal,Black Metal
231,RR7246,Inter Arma,Inter Arma,The Cavern,Relapse Records,"LP, EP",5,2014,6162791,Vinyl,12/9/15 9:21,,,,12.88,,12,15.89,22.9,Metal,Sludge Metal
145,WCR 004,Rosetta (2),Rosetta (2),The Anaesthete,War Crime Recordings,"2xLP, Album, Ltd, Yel",5,2014,6136024,Vinyl,4/12/17 18:00,,,,30,Yes,12,29.98,31.76,Metal,Post Metal
352,"RR3410, RR7247",Nothing (12),Nothing (12),Guilty Of Everything,"Relapse Records, Relapse Records","LP, Album, Ltd, RP, Red",,2014,5846208,Vinyl,9/5/14 10:17,,,,20,Yes,12.99,25.54,25.56,Rock,Shoegaze
314,SOM331LP,Sólstafir,Sólstafir,Ótta,Season Of Mist,"2xLP, Album, Ltd",,2014,6144050,Vinyl,12/24/14 18:45,,,,12.5,Yes,13,25.14,29.99,Metal,Post Metal
331,ULR12051-2,Alterbeast,Alterbeast,Immortal,Unique Leader Records,CD,,2014,5580504,CD,10/10/14 7:33,,,,10,Yes,13.33,15.55,38.89,Metal,Technical Death Metal
141,BR020,Falls Of Rauros / Panopticon (6),Panopticon (6),Brotherhood,Bindrune Recordings,"12"", Ltd",,2014,5674670,Vinyl,4/24/17 6:23,,,,15,Yes,13.33,19.39,25.48,Metal,Black Metal
318,"pfl-140-1, PFL 140",Pallbearer,Pallbearer,Foundations Of Burden,"Profound Lore Records, Profound Lore Records","2xLP, Album",,2014,5997254,Vinyl,12/23/14 19:55,,,,25,,14,16,31.71,Metal,Doom Metal
259,SIGE 034,Old Man Gloom,Old Man Gloom,The Ape Of God,SIGE,"LP, Album",5,2014,6378477,Vinyl,8/6/15 12:14,,,,15,Yes,14.29,18.89,24.73,Metal,Post Metal
163,MOSH143FDR,At The Gates,At The Gates,Slaughter Of The Soul,Earache,"LP, Album, RE, RM, Ful",,2014,6053531,Vinyl,12/5/16 20:59,,,,22,,14.75,18.64,29.32,Metal,Death Metal
282,DDR099LP,Thantifaxath,Thantifaxath,Sacred White Noise,Dark Descent Records,"LP, Album",,2014,5658282,Vinyl,6/12/15 18:34,,,,14,,14.99,21.11,27.17,Metal,Black Metal
367,PROS10070-1,Scale The Summit,Scale The Summit,Carving Desert Canyons,Prosthetic Records,"LP, Ltd, Sar",,2014,5915557,Vinyl,9/5/14 10:11,,,Sell,25,,15,34,40,Metal,Progressive Metal
319,ORE007,Thou (2),Thou (2),Heathen,Howling Mine,"2xLP, Album",,2014,5826015,Vinyl,12/23/14 19:54,,,,12,,16.48,28.73,29.99,Metal,Sludge Metal
346,SRC041,Chevelle (2),Chevelle (2),Wonder What's Next,SRC Vinyl,"2xLP, Album, Ltd, RE, Red",,2014,5839207,Vinyl,9/5/14 10:24,,,,30,,17,52.49,60,Rock,Alternative Rock
333,"GFM040, none",The Contortionist (2),The Contortionist (2),Language,"Good Fight Music, eOne","LP, Album, Ltd, Dar",5,2014,6071020,Vinyl,10/5/14 18:54,,,,15,Yes,17,65.11,89.95,Metal,Djent
353,"RR7573-1, 1686-17573-1, 1686-175131",Opeth,Opeth,Pale Communion,"Roadrunner Records, Roadrunner Records, Roadrunner Records","2xLP, Album, Ltd, 180",,2014,6011316,Vinyl,9/5/14 10:16,,,,29,,18.89,20.55,33.32,Metal,Progressive Metal
366,ULR12058-1,Fallujah,Fallujah,The Flesh Prevails,Unique Leader Records,"LP, Album, Ltd",,2014,5978689,Vinyl,9/5/14 10:11,,,Sell,20,Yes,19.99,31.14,50.07,Metal,Technical Death Metal
310,9983831,Insomnium,Insomnium,Shadows Of The Dying Sun,Century Media,"2xLP, Album",,2014,5646799,Vinyl,1/31/15 12:13,,,,25,Yes,20,25.24,29.99,Metal,Melodic Death Metal
270,AIDM- 001,Son Of Aurelius,Son Of Aurelius,Under A Western Sun,Not On Label,"CD, Album, Dig",,2014,6047485,CD,6/12/15 18:46,,,,8,Yes,20,21.59,23.19,Metal,Progressive Metal
61,"VIT037, DTR-031, BV-007",Thou (2),Thou (2),Ceremonies Of Humiliation ,"Vitriol Records, Dead Tank Records, Bloated Veins","3xLP, Comp, RP",,2014,6531765,Vinyl,4/14/19 8:36,,,,25,,21.75,28,33.46,Metal,Sludge Metal
328,robo 071,Isis (6),Isis (6),In The Absence Of Truth,Robotic Empire,"2xLP, Album, Ltd, RP, Cle",,2014,6245210,Vinyl,11/19/14 18:40,,,,27,,22.99,28,34.99,Metal,Post Metal
322,"SOM 344LP, SOM 344LPCT",Ne Obliviscaris,Ne Obliviscaris,Citadel,"Season Of Mist, Season Of Mist","LP, Album, Ltd, Cle",,2014,6337021,Vinyl,12/14/14 9:27,,,,20,,24,31.23,38.46,Metal,Progressive Metal
372,1686-179624,Opeth,Opeth,Watershed,Roadrunner Records,"2xLP, Album, Ltd, RE, Gre",,2014,5615317,Vinyl,5/5/14 21:17,,,,30,,25,55,119,Metal,Progressive Metal
226,RRAOTS2,Outrun The Sunlight,Outrun The Sunlight,Terrapin,Rogue Records America,"LP, Album, Ltd, Bon",5,2014,7845874,Vinyl,12/16/15 14:30,,,,37,,25,25,40,Metal,Djent
323,AE-02,Inferi (3),Inferi (3),The Path Of Apotheosis,The Artisan Era,"2xLP, Ltd, Fir",,2014,6001992,Vinyl,12/14/14 9:24,,,,23,Yes,26.09,26.09,26.09,Metal,Technical Death Metal
362,9984321,Monuments (5),Monuments (5),The Amanuensis,Century Media,"LP, Ltd, Gol + CD, Album",,2014,5804760,Vinyl,9/5/14 10:12,,,,20,Yes,27,39.14,59.55,Metal,Djent
332,GRAVE118,Whirr,Whirr,Sway,Graveface Records,"LP, Album, Ltd, Bro",,2014,6062974,Vinyl,10/10/14 7:32,,,Sell,12,,27,35,60.44,Rock,Shoegaze
317,ROBO 096,Isis (6),Isis (6),Oceanic,Robotic Empire,"2xLP, Album, Ltd, RM, RP, Cre",,2014,6439069,Vinyl,12/23/14 19:55,,,,22,Yes,29,49.49,109.89,Metal,Post Metal
336,"NVP022, BR021LP",Panopticon (6),Panopticon (6),Roads To The North,"Nordvis Produktion, Bindrune Recordings","2xLP, Album, Blu",5,2014,6049305,Vinyl,10/5/14 18:52,,,,25,,30,43.37,76.67,Metal,Black Metal
360,RR 7215,Mastodon,Mastodon,Remission,Relapse Records,"Box, Album, Dlx, RE, RM + LP, Gol + LP, S/Sided, E",5,2014,5936148,Vinyl,9/5/14 10:13,,,Sell,55,,45,81.97,143.9,Metal,Sludge Metal
312,BLOOD-070,Leprous,Leprous,Bilateral,Blood Music (2),"2xLP, Album, Ltd, RM, Cle",5,2014,6457829,Vinyl,12/29/14 18:43,,,,40,Yes,50,111.52,155.02,Metal,Progressive Metal
313,BLOOD-030R,Ne Obliviscaris,Ne Obliviscaris,Portal Of I,Blood Music (2),"2xLP, Album, Ltd, RM, RP, Pur",,2014,6448037,Vinyl,12/29/14 18:42,,,,30,Yes,50,77.81,250,Metal,Progressive Metal
190,BTR 009,Full Of Hell,Full Of Hell,Amber Mote In The Black Vault,Bad Teeth Recordings,"7"", EP",,2015,7990113,Vinyl,6/18/16 13:21,,,,5,,3.95,6.47,10.34,Metal,Grindcore
247,FR53,Sannhet,Sannhet,Revisionist,Flenser Records,"LP, Album",5,2015,6736700,Vinyl,9/9/15 11:34,,,,17.5,,5.5,13,23.32,Metal,Post Metal
22,"NSP 129, NSP 129-CD",Saor,Saor,Roots,"Northern Silence Productions, Northern Silence Productions","CD, Album",,2015,6908692,Vinyl,7/21/19 20:28,,,,10,Yes,5.78,13.16,17.76,Metal,Black Metal
194,BLR055,Immortal Bird,Immortal Bird,Empress/Abscess,Broken Limbs Recordings,"12"", Album, Ltd, Bla",,2015,7436093,Vinyl,6/3/16 16:03,,,,15,,7,8.5,15.56,Metal,Black Metal
267,CMR9246-2,Vattnet Viskar,Vattnet Viskar,Settler,Century Media,"LP, Album",4,2015,7176123,Vinyl,6/27/15 10:40,,,,18,Yes,7.86,15.93,20.9,Metal,Black Metal
197,5552-1,Vektor,Vektor,Outer Isolation,Earache,"LP, Album, RE",5,2015,7957315,Vinyl,6/3/16 15:59,,,,15.33,Yes,8,22.49,24.99,Metal,Thrash Metal
280,1859-23,Vukari,Vukari,En To Pan,1859 Records,"LP, EP",,2015,6820328,Vinyl,6/12/15 18:35,,,,15,,8,10.88,12.5,Metal,Black Metal
235,"NB 3467-1, 27361 34671",Enslaved,Enslaved,In Times,"Nuclear Blast, Nuclear Blast","LP + LP, S/Sided, Etch + Album",5,2015,6738912,Vinyl,12/2/15 7:41,,,,14.5,,9.76,16.08,25.87,Metal,Black Metal
222,CMR92901,Intronaut,Intronaut,The Direction Of Last Things,Century Media,"LP, Etch, Ltd, Red + LP, Ltd, Red",5,2015,7869679,Vinyl,12/21/15 13:00,,,,30,Yes,9.85,24,32,Metal,Post Metal
242,528158-1,Mastodon,Mastodon,The Hunter,Reprise Records,"LP, Ltd, RP, Red",4,2015,7400680,Vinyl,10/6/15 12:53,,,,12,,9.99,21.99,34,Metal,Sludge Metal
218,LVR-37694-01,Ghost (32),Ghost (32),Meliora,"Loma Vista, Rise Above Records","LP, Album",4,2015,7377319,Vinyl,1/14/16 12:57,,,,1.84,,10,18,33.75,Metal,Heavy Metal
156,SPIN075,Khemmis,Khemmis,Absolution,20 Buck Spin,"LP, Album, RP",,2015,8551023,Vinyl,1/18/17 15:05,,,,18,Yes,10,19.49,24.99,Metal,Doom Metal
248,RELIC67,Pale Chalice,Pale Chalice,Negate The Infinite And Miraculous,Gilead Media,"LP, Album, Ltd",4,2015,7174134,Vinyl,9/9/15 11:33,,,,13.5,,10,15.99,19.57,Metal,Black Metal
285,9985181,Tesseract,Tesseract,Odyssey / Scala,Century Media,"2xLP, Album + DVD-V",,2015,7035683,Vinyl,6/12/15 18:31,,,Sell,30,,11.54,13.64,34.99,Metal,Djent
257,REP-100,Hatebeak,Hatebeak,Number Of The Beak,Reptilian Records,"LP, Album, Whi",4,2015,7220286,Vinyl,8/6/15 12:31,,,Sell,23,Yes,11.99,21.99,23.16,Metal,Grindcore
300,3984-14999-1,Between The Buried And Me,Between The Buried And Me,The Parallax: Hypersleep Dialogues,Metal Blade Records,"12"", EP, RP",,2015,6504920,Vinyl,3/13/15 20:58,,,,6,,12,26.38,40,Metal,Progressive Metal
221,ULR12076-1,Gorod,Gorod,A Maze Of Recycled Creeds,Unique Leader Records,"LP, Album, Ltd, Bla",4,2015,7677306,Vinyl,12/21/15 13:05,,,,16,,12,22.5,30,Metal,Technical Death Metal
251,HH66-145,Old Man Gloom,Old Man Gloom,Meditations In B,Hydra Head Records,"LP, Album, RE, RM",3,2015,7012394,Vinyl,9/8/15 8:06,,,,15,,12,17.99,31.42,Metal,Post Metal
225,THRILL 403,Wrekmeister Harmonies,Wrekmeister Harmonies,Night Of Your Ascension,Thrill Jockey,"LP, Album, Ltd, Whi",4,2015,7761470,Vinyl,12/18/15 8:12,,,,15,,12,24.18,27.47,Metal,Doom Metal
214,RELIC63,Generation Of Vipers,Generation Of Vipers,Coffin Wisdom,Gilead Media,"LP, Album",5,2015,6955906,Vinyl,2/26/16 11:03,,,,10,,12.99,15.07,32.21,Metal,Post Metal
286,THRILL 383,The Body (3) And Thou (2),Thou (2),"You, Whom I Have Always Hated",Thrill Jockey,"LP, Album, Ltd, Cle",,2015,6546814,Vinyl,6/12/15 18:30,,,,15,,13,20,30,Metal,Sludge Metal
240,SH 143,Mutoid Man,Mutoid Man,Bleeder,Sargent House,"LP, Album",5,2015,7150727,Vinyl,11/1/15 16:08,,,,16,Yes,13.9,17.99,29.2,Metal,Metalcore
39,"NED 021, EAL 058",Deathspell Omega / S.V.E.S.T.,Deathspell Omega,Veritas Diaboli Manet In Aeternum,"Norma Evangelium Diaboli, End All Life Productions","LP, Album, RP",,2015,7746140,Vinyl,6/13/19 18:01,,,,21,,14,18.68,23.99,Metal,Black Metal
278,rr7293,Valkyrie (3),Valkyrie (3),Shadows,Relapse Records,"LP, Album, Ltd, Whi",,2015,7025912,Vinyl,6/12/15 18:36,,,,23,Yes,14,22.99,30,Metal,Stoner Metal
198,5551-1,Vektor,Vektor,Black Future,Earache,"2xLP, Album, RE",5,2015,7951132,Vinyl,6/3/16 15:59,,,,15.33,Yes,14.99,23.99,29.99,Metal,Thrash Metal
241,9981441,Vildhjarta,Vildhjarta,Måsstaden,Century Media,"LP, Album, Ltd, Gre + CD, Ins",5,2015,7616809,Vinyl,10/20/15 13:38,,,,17,,14.99,29.99,39.99,Metal,Djent
212,WCR-010,Rosetta (2),Rosetta (2),Quintessential Ephemera,War Crime Recordings,"2xLP, Album, Ltd, Cle",5,2015,7217454,Vinyl,2/26/16 11:06,,,,15,Yes,15,21,31,Metal,Post Metal
102,MSAP0005LP,Run The Jewels,Run The Jewels,Run The Jewels 2,Mass Appeal,"2xLP, Album, RE, S/Edition, Tea",4,2015,6653718,Vinyl,2/21/18 9:45,,,,21,,15,25.75,41.16,Hip Hop,Hip Hop
82,DEN179,Celeste (4),Celeste (4),Animale(s),Denovali Records,"2xLP, Album, Ltd, RP, Whi",,2015,7335200,Vinyl,6/9/18 22:09,,,,25,Yes,15.56,16.67,16.67,Metal,Black Metal
232,RR 7269,Yob,Yob,Clearing The Path To Ascend,Relapse Records,"2xLP, Album, Ltd, RP, Yel",4,2015,7597610,Vinyl,12/9/15 9:21,,,,18.13,,17,28.1,60,Metal,Doom Metal
261,3984-15392-1,Between The Buried And Me,Between The Buried And Me,Coma Ecliptic,Metal Blade Records,"2xLP, Album, Cle",5,2015,7219517,Vinyl,8/6/15 12:13,,,,30,,18.94,24.99,39.98,Metal,Progressive Metal
110,PEL 056,Cult Of Luna / The Old Wind,Cult Of Luna,Råångest,Pelagic Records,"12"", EP, Ltd, Bla",,2015,7864658,Vinyl,1/6/18 14:26,,,,16,,19.34,20.56,38.33,Metal,Post Metal
260,SIGE 033,Old Man Gloom,Old Man Gloom,The Ape Of God,SIGE,"LP, Album, Ltd, RP, Yel",5,2015,6804995,Vinyl,8/6/15 12:14,,,,15,Yes,19.99,24,33.22,Metal,Post Metal
252,HH666-235,Old Man Gloom,Old Man Gloom,No,Hydra Head Records,"2xLP, Album, RP, Bro",4,2015,7349763,Vinyl,9/8/15 8:05,,,,20,,20,24.44,31.16,Metal,Post Metal
113,VILELP588,Opeth,Opeth,The Roundhouse Tapes,Peaceville,"3xLP, Album, RE",,2015,7800801,Vinyl,1/6/18 14:25,,,,30,,20,26.26,42.5,Metal,Progressive Metal
213,SPIN048,Pallbearer,Pallbearer,Sorrow And Extinction,20 Buck Spin,"2xLP, Album, RP, Blu",4,2015,6825240,Vinyl,2/26/16 11:05,,,,15,,20,29.43,36.3,Metal,Doom Metal
294,Armageddon Shop 009,Elder (2),Elder (2),Lore,Armageddon Shop,"2xLP, Album",,2015,6695849,Vinyl,3/19/15 17:44,,,,20,Yes,22,24.95,29.99,Metal,Doom Metal
207,"IOMLP 420, 0507131",Leprous,Leprous,The Congregation,"Inside Out Music, Inside Out Music","2xLP, Album, Gat",5,2015,7040180,Vinyl,4/4/16 8:26,,,,24,Yes,22.83,31.52,42.39,Metal,Progressive Metal
254,RR7292,Myrkur (4),Myrkur (4),M,Relapse Records,"LP, Album, Ltd, Whi",4,2015,7326400,Vinyl,8/23/15 17:48,,,,20,,24.99,27.38,55.56,Metal,Black Metal
160,BLOOD-095R,Perturbator,Perturbator,Terror 404 ,Blood Music (2),"2xLP, Album, Ltd, RM, RP",,2015,7316167,Vinyl,1/12/17 20:04,,,,30,Yes,25,30.5,38.89,Electronic,Outrun
244,RR7282,Neurosis,Neurosis,Through Silver In Blood,"Relapse Records, Neurot Recordings","2xLP, Album, RE, 180",5,2015,7404382,Vinyl,10/6/15 12:51,,,,17,Yes,25.99,42.99,59.99,Metal,Post Metal
227,CMD9984761,Gorguts,Gorguts,Obscura,Century Media,"2xLP, Album, Ltd, RE, Min",4,2015,6878496,Vinyl,12/13/15 15:58,,,,20,,26.14,35.06,68.17,Metal,Technical Death Metal
253,9984811,TesseracT,TesseracT,One,Century Media,"LP, Album, Cle + CD, Album + Ltd, RE",5,2015,7377318,Vinyl,8/27/15 10:56,,,,31,Yes,27.78,47.77,52.78,Metal,Djent
243,RR7283,Neurosis,Neurosis,Times Of Grace,"Relapse Records, Neurot Recordings","2xLP, Album, RE, 180",5,2015,7404571,Vinyl,10/6/15 12:51,,,,17,Yes,30,39.99,59.99,Metal,Post Metal
238,88875094281,Opeth,Opeth,Deliverance & Damnation,"Sony Music, Music For Nations","3xLP, Album, 180 + Comp, RE, RM",5,2015,7665863,Vinyl,11/18/15 11:14,,,,36,,33.03,58.44,119.99,Metal,Progressive Metal
233,RR 6721,Baroness,Baroness,Red Album,Relapse Records,"2x12"", Album, Ltd, RP, Pin",5,2015,7721994,Vinyl,12/9/15 9:20,,,,19.63,,34.48,45,83.33,Metal,Sludge Metal
220,GFM043,The Contortionist (2),The Contortionist (2),Exoplanet,Good Fight Music,"LP, Album, Ltd, RM, Cle",4,2015,7881272,Vinyl,12/28/15 9:51,,,,25.5,,35,60.12,75,Metal,Djent
224,ABXN-001,Baroness,Baroness,Purple,Abraxan Hymns,"LP, Album, Ltd, Pur",4,2015,7860521,Vinyl,12/20/15 17:36,,,,16,,39.56,55.67,71.43,Metal,Sludge Metal
192,LORD 224,Hissing,Hissing,Hissing,Southern Lord,"7"", EP, Ltd, Tra",,2016,8530434,Vinyl,6/9/16 12:02,,,,5,,2.58,7.29,8.18,Metal,Death Metal
168,RR7349,Survive (4),Survive (4),RR7349,Relapse Records,"LP, Album",,2016,9108160,Vinyl,12/2/16 21:06,,,,13,,3,8.99,19.99,Electronic,Outrun
125,OPETH001,Opeth,Opeth,Book Of Opeth,Rocket 88 Books,"7"", EP, Cla",5,2016,8304894,Vinyl,5/21/17 19:38,,,,50,,6.57,59.28,97.8,Metal,Progressive Metal
196,MOSH553LP,Vektor,Vektor,Terminal Redux,Earache,"2xLP, Album, Ltd",5,2016,8486108,Vinyl,6/3/16 16:00,,,,15.33,Yes,8,20,30.09,Metal,Thrash Metal
205,none,O'Brother,O'Brother,Endless Light,Triple Crown Records,"LP, Album, Ltd, Red",5,2016,8294756,Vinyl,4/7/16 11:04,,,Used trade money,17,,9,14.99,19.48,Metal,Post Metal
188,DSR #271,Weekend Nachos,Weekend Nachos,Apology,Deep Six Records,"LP, Album, Cle",,2016,8560707,Vinyl,7/2/16 12:32,,,,15,,9.99,16.87,20,Metal,Grindcore
